job_id,job_title,industry,required_skills
JOB_0017,Data Analyst (Finance),Finance / Policy,"[{""name"": ""Financial Statement Analysis"", ""level"": ""Intermediate""}, {""name"": ""SQL (Data Querying)"", ""level"": ""Beginner""}, {""name"": ""Microsoft Excel"", ""level"": ""Advanced""}, {""name"": ""Data Visualization"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Beginner""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""R"", ""level"": ""Beginner""}, {""name"": ""R (ggplot2, dplyr, tidyr)"", ""level"": ""Intermediate""}, {""name"": ""Collections portfolio analysis"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]"
JOB_0018,Data Analyst (Finance),Finance / Policy,"[{""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Python (Pandas, NumPy, Statsmodels)"", ""level"": ""Intermediate""}, {""name"": ""Data integrity"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Advanced""}, {""name"": ""Economics Statistics I/II"", ""level"": ""Intermediate""}, {""name"": ""Collections portfolio analysis"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""R"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]"
JOB_0019,Data Analyst (Finance),Finance / Policy,"[{""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Beginner""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Data accuracy"", ""level"": ""Beginner""}, {""name"": ""Regression Analysis"", ""level"": ""Beginner""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""Data integrity"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Beginner""}, {""name"": ""Presentation Skills"", ""level"": ""Beginner""}, {""name"": ""R (ggplot2, dplyr, tidyr)"", ""level"": ""Beginner""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]"
JOB_0020,Data Engineer,Technology,"[{""name"": ""Shell scripting"", ""level"": ""Intermediate""}, {""name"": ""Hadoop"", ""level"": ""Intermediate""}, {""name"": ""AWS Glue"", ""level"": ""Beginner""}, {""name"": ""Elasticsearch"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""ETL"", ""level"": ""Intermediate""}, {""name"": ""dbt (Data Build Tool)"", ""level"": ""Advanced""}, {""name"": ""Talend"", ""level"": ""Beginner""}, {""name"": ""Data warehousing"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]"
JOB_0021,Data Engineer,Technology,"[{""name"": ""Prefect"", ""level"": ""Intermediate""}, {""name"": ""dbt"", ""level"": ""Intermediate""}, {""name"": ""ELT"", ""level"": ""Beginner""}, {""name"": ""Hadoop"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}, {""name"": ""Kubernetes"", ""level"": ""Intermediate""}, {""name"": ""SQL Server"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]"
JOB_0022,Data Engineer,Technology,"[{""name"": ""Linux"", ""level"": ""Advanced""}, {""name"": ""PySpark"", ""level"": ""Intermediate""}, {""name"": ""Elasticsearch"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""Airflow"", ""level"": ""Beginner""}, {""name"": ""MySQL"", ""level"": ""Intermediate""}, {""name"": ""CI/CD pipelines"", ""level"": ""Intermediate""}, {""name"": ""Java"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]"
JOB_0023,Data Engineer,Technology,"[{""name"": ""Snowflake"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Advanced""}, {""name"": ""Airflow"", ""level"": ""Beginner""}, {""name"": ""GCP (BigQuery, GKE)"", ""level"": ""Intermediate""}, {""name"": ""AWS"", ""level"": ""Intermediate""}, {""name"": ""dbt (Data Build Tool)"", ""level"": ""Advanced""}, {""name"": ""BigQuery"", ""level"": ""Beginner""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Talend"", ""level"": ""Beginner""}, {""name"": ""SSIS"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""French"", ""level"": ""Beginner""}]"
JOB_0024,Data Engineer,Technology,"[{""name"": ""PostgreSQL"", ""level"": ""Intermediate""}, {""name"": ""Shell scripting"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Intermediate""}, {""name"": ""Azure"", ""level"": ""Intermediate""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}, {""name"": ""CI/CD Pipelines"", ""level"": ""Beginner""}, {""name"": ""Data governance"", ""level"": ""Beginner""}, {""name"": ""Data modeling"", ""level"": ""Advanced""}, {""name"": ""Terraform"", ""level"": ""Beginner""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]"
JOB_0025,Data Engineer,Technology,"[{""name"": ""Apache Spark"", ""level"": ""Intermediate""}, {""name"": ""Apache Iceberg"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""Prefect"", ""level"": ""Intermediate""}, {""name"": ""dbt (Data Build Tool)"", ""level"": ""Beginner""}, {""name"": ""Delta Lake"", ""level"": ""Intermediate""}, {""name"": ""Talend"", ""level"": ""Intermediate""}, {""name"": ""CI/CD pipelines"", ""level"": ""Advanced""}, {""name"": ""SSIS"", ""level"": ""Advanced""}, {""name"": ""MongoDB"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]"
JOB_0026,Data Engineer,Technology,"[{""name"": ""dbt (Data Build Tool)"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""Databricks"", ""level"": ""Intermediate""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""ETL"", ""level"": ""Advanced""}, {""name"": ""Snowflake"", ""level"": ""Beginner""}, {""name"": ""Azure"", ""level"": ""Intermediate""}, {""name"": ""Boto3"", ""level"": ""Intermediate""}, {""name"": ""ELT"", ""level"": ""Beginner""}, {""name"": ""Data governance"", ""level"": ""Intermediate""}, {""name"": ""Data warehousing"", ""level"": ""Beginner""}, {""name"": ""SQL Server"", ""level"": ""Beginner""}, {""name"": ""MySQL"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]"
JOB_0027,Data Engineer,Technology,"[{""name"": ""Linux"", ""level"": ""Beginner""}, {""name"": ""BigQuery"", ""level"": ""Advanced""}, {""name"": ""Snowflake"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""Databricks"", ""level"": ""Advanced""}, {""name"": ""AWS Glue"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Beginner""}, {""name"": ""Pandas"", ""level"": ""Intermediate""}, {""name"": ""DynamoDB"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]"
JOB_0028,Data Engineer,Technology,"[{""name"": ""Python"", ""level"": ""Beginner""}, {""name"": ""Data Engineering"", ""level"": ""Beginner""}, {""name"": ""Databricks"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""Airflow"", ""level"": ""Beginner""}, {""name"": ""Shell scripting"", ""level"": ""Intermediate""}, {""name"": ""DynamoDB"", ""level"": ""Beginner""}, {""name"": ""Data governance"", ""level"": ""Intermediate""}, {""name"": ""CI/CD Pipelines"", ""level"": ""Beginner""}, {""name"": ""SQL Server"", ""level"": ""Beginner""}, {""name"": ""Scala"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""French"", ""level"": ""Beginner""}]"
JOB_0029,Data Engineer,Technology,"[{""name"": ""Apache Kafka"", ""level"": ""Beginner""}, {""name"": ""Boto3"", ""level"": ""Intermediate""}, {""name"": ""GCP"", ""level"": ""Intermediate""}, {""name"": ""BigQuery"", ""level"": ""Beginner""}, {""name"": ""PySpark"", ""level"": ""Intermediate""}, {""name"": ""Scala"", ""level"": ""Advanced""}, {""name"": ""Cassandra"", ""level"": ""Advanced""}, {""name"": ""CI/CD pipelines"", ""level"": ""Beginner""}, {""name"": ""Java"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]"
JOB_0030,Corporate Finance Analyst,Finance / Policy,"[{""name"": ""Forecasting"", ""level"": ""Beginner""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Beginner""}, {""name"": ""Presentation Skills"", ""level"": ""Beginner""}, {""name"": ""Investment Analysis"", ""level"": ""Intermediate""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Presentation skills"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Beginner""}, {""name"": ""Credit analysis"", ""level"": ""Beginner""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]"
JOB_0031,Corporate Finance Analyst,Finance / Policy,"[{""name"": ""Microsoft Word"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Excel"", ""level"": ""Advanced""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Beginner""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Debt Capital Markets"", ""level"": ""Intermediate""}, {""name"": ""Leadership"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""German"", ""level"": ""Beginner""}]"
JOB_0032,Corporate Finance Analyst,Finance / Policy,"[{""name"": ""Investment portfolio management"", ""level"": ""Intermediate""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Presentation skills"", ""level"": ""Intermediate""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Beginner""}, {""name"": ""Microsoft Word"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Intermediate""}, {""name"": ""Credit analysis"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]"
JOB_0033,Corporate Finance Analyst,Finance / Policy,"[{""name"": ""Financial Statement Analysis"", ""level"": ""Intermediate""}, {""name"": ""Presentation skills"", ""level"": ""Advanced""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Intermediate""}, {""name"": ""Microsoft Excel"", ""level"": ""Beginner""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Beginner""}, {""name"": ""Presentation Skills"", ""level"": ""Beginner""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Beginner""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]"
JOB_0034,Corporate Finance Analyst,Finance / Policy,"[{""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Presentation skills"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Intermediate""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Beginner""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Beginner""}, {""name"": ""Power BI"", ""level"": ""Beginner""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Financial Advisory"", ""level"": ""Beginner""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]"
