alumni_id,faculty,first_job_title,gpa_at_graduation,skills,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
BT_0025,Computer Engineering,Data Scientist,2.71,"[{""name"": ""Data mining"", ""level"": ""Intermediate""}, {""name"": ""Performance testing"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Pandas / NumPy"", ""level"": ""Advanced""}, {""name"": ""Machine Learning"", ""level"": ""Intermediate""}, {""name"": ""Deep Learning"", ""level"": ""Intermediate""}, {""name"": ""Model development"", ""level"": ""Intermediate""}, {""name"": ""Data Visualization"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Stream processing"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[AI Research Intern] at [NECTEC AI Lab 2025] | [ML Engineer Intern] at [Grab Thailand 2025] | [Open-Source Contributor] at [GitHub Projects 2025],"[{""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""A""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""B""}, {""course_id"": ""01204435"", ""course_name"": ""Programming Language Concepts"", ""grade"": ""C""}]",52289,3,76
BT_0026,Computer Engineering,Computer Vision Engineer,3.22,"[{""name"": ""Object-oriented design"", ""level"": ""Advanced""}, {""name"": ""Unit testing"", ""level"": ""Intermediate""}, {""name"": ""TensorFlow"", ""level"": ""Intermediate""}, {""name"": ""RESTful APIs"", ""level"": ""Advanced""}, {""name"": ""PyTorch"", ""level"": ""Intermediate""}, {""name"": ""CUDA Programming"", ""level"": ""Advanced""}, {""name"": ""C/C++"", ""level"": ""Intermediate""}, {""name"": ""LangGraph"", ""level"": ""Advanced""}, {""name"": ""AI/LLM project experience"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Researcher] at [KU Computer Vision Lab 2024] | [Open-Source Contributor] at [GitHub Projects 2024] | [Software Intern] at [True Digital Group 2024] | [AI Research Intern] at [NECTEC AI Lab 2024],"[{""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B+""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""A""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""C""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01219332"", ""course_name"": ""Data Warehouse"", ""grade"": ""C""}, {""course_id"": ""01206323"", ""course_name"": ""Operations Research for Engineers II"", ""grade"": ""B""}]",57627,3,73
BT_0027,Economics,Credit Analyst,2.47,"[{""name"": ""Risk Management (VaR, CVaR)"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit Analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial Statement Analysis"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Risk Analyst Intern] at [Krungsri Bank 2022] | [Policy Research Intern] at [NESDC Thailand 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022],"[{""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""B+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B+""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""C""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101415"", ""course_name"": ""Economics of Poverty and Inequality"", ""grade"": ""A""}, {""course_id"": ""01101445"", ""course_name"": ""Urban and Housing Economics"", ""grade"": ""C+""}]",37893,4,79
BT_0028,Computer Engineering,Data Engineer,3.11,"[{""name"": ""Pandas"", ""level"": ""Intermediate""}, {""name"": ""Apache Airflow"", ""level"": ""Intermediate""}, {""name"": ""ELT"", ""level"": ""Intermediate""}, {""name"": ""Docker"", ""level"": ""Advanced""}, {""name"": ""AWS Glue"", ""level"": ""Intermediate""}, {""name"": ""Java"", ""level"": ""Intermediate""}, {""name"": ""Cassandra"", ""level"": ""Advanced""}, {""name"": ""Data governance"", ""level"": ""Advanced""}, {""name"": ""SSIS"", ""level"": ""Advanced""}, {""name"": ""CI/CD Pipelines"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2024] | [ML Engineer Intern] at [Grab Thailand 2024],"[{""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""C""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""C""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""B""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""A""}, {""course_id"": ""01205211"", ""course_name"": ""Electric Circuit Analysis I"", ""grade"": ""B+""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""B+""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01219335"", ""course_name"": ""Data Acquisition and Integration"", ""grade"": ""C""}, {""course_id"": ""01205314"", ""course_name"": ""Digital Signal Processing"", ""grade"": ""B""}, {""course_id"": ""01200311"", ""course_name"": ""Communication Skills in Engineering I"", ""grade"": ""B""}, {""course_id"": ""01204463"", ""course_name"": ""Introduction to Natural Language Processing"", ""grade"": ""C+""}]",61084,3,80
BT_0029,Computer Engineering,Full-Stack Developer,2.78,"[{""name"": ""Prisma"", ""level"": ""Advanced""}, {""name"": ""Docker"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Beginner""}, {""name"": ""Express.js"", ""level"": ""Advanced""}, {""name"": ""PostgreSQL"", ""level"": ""Beginner""}, {""name"": ""Vue.js"", ""level"": ""Beginner""}, {""name"": ""Testing"", ""level"": ""Beginner""}, {""name"": ""AWS (EC2, S3, Lambda)"", ""level"": ""Intermediate""}, {""name"": ""CI/CD"", ""level"": ""Advanced""}, {""name"": ""Cloud-native applications"", ""level"": ""Intermediate""}, {""name"": ""Error management"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]",[Team Lead] at [KU Hackathon 2022] | [Workshop Facilitator] at [KU Coding Club 2022] | [Software Intern] at [True Digital Group 2022] | [Backend Developer] at [Senior Capstone Project 2022],"[{""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""A""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""A""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B""}, {""course_id"": ""01204216"", ""course_name"": ""Probability and Statistics for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01204465"", ""course_name"": ""Introduction to Data Mining and Knowledge Discovery"", ""grade"": ""B""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""B+""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""C+""}, {""course_id"": ""01219361"", ""course_name"": ""Business Intelligence"", ""grade"": ""C+""}]",55003,3,87
BT_0030,Computer Engineering,Data Engineer,2.92,"[{""name"": ""PostgreSQL"", ""level"": ""Intermediate""}, {""name"": ""Azure"", ""level"": ""Intermediate""}, {""name"": ""Data Engineering"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Advanced""}, {""name"": ""ETL"", ""level"": ""Intermediate""}, {""name"": ""Prefect"", ""level"": ""Advanced""}, {""name"": ""Kubernetes"", ""level"": ""Advanced""}, {""name"": ""DynamoDB"", ""level"": ""Advanced""}, {""name"": ""Data warehousing"", ""level"": ""Advanced""}, {""name"": ""Data governance"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""French"", ""level"": ""Beginner""}]",[AI Research Intern] at [NECTEC AI Lab 2022] | [Open-Source Contributor] at [GitHub Projects 2022],"[{""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""A""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""B""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B""}, {""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B""}, {""course_id"": ""01219422"", ""course_name"": ""Distributed Systems"", ""grade"": ""C+""}, {""course_id"": ""01219482"", ""course_name"": ""Data Visualization"", ""grade"": ""B""}, {""course_id"": ""01219335"", ""course_name"": ""Data Acquisition and Integration"", ""grade"": ""B+""}]",52809,5,75
BT_0031,Economics,Investment Banker,3.28,"[{""name"": ""IPO"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Financial Economics"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Beginner""}, {""name"": ""Investment Banking (M&A Modeling)"", ""level"": ""Intermediate""}, {""name"": ""M&A"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Credit Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial Advisor (FA) license"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[M&A Intern] at [Phatra Capital 2023] | [FinTech Intern] at [KASIKORN Business-Technology Group 2023] | [Member] at [KU Investment Club 2023],"[{""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""C""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101426"", ""course_name"": ""Real Estate Business Economics"", ""grade"": ""C+""}, {""course_id"": ""01101413"", ""course_name"": ""Economic Administration"", ""grade"": ""B""}, {""course_id"": ""01101456"", ""course_name"": ""Behavioral Finance"", ""grade"": ""C""}, {""course_id"": ""01101481"", ""course_name"": ""Welfare Economics"", ""grade"": ""B+""}, {""course_id"": ""01101415"", ""course_name"": ""Economics of Poverty and Inequality"", ""grade"": ""C+""}]",66345,2,80
BT_0032,Economics,Sustainability / ESG Finance Analyst,3.11,"[{""name"": ""Social Impact Evaluation"", ""level"": ""Advanced""}, {""name"": ""Climate risk assessment"", ""level"": ""Intermediate""}, {""name"": ""ESG Reporting Frameworks (GRI, TCFD, ISSB)"", ""level"": ""Intermediate""}, {""name"": ""Regression Analysis"", ""level"": ""Intermediate""}, {""name"": ""ESG research"", ""level"": ""Advanced""}, {""name"": ""SCR"", ""level"": ""Advanced""}, {""name"": ""Stakeholder coordination"", ""level"": ""Intermediate""}, {""name"": ""Project management"", ""level"": ""Advanced""}, {""name"": ""Stakeholder Management"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Green Finance RA] at [Climate Policy Initiative 2023] | [Teaching Assistant] at [ECON Department - Econometrics 2023] | [Country Risk Analyst] at [Export-Import Bank of Thailand 2023],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""C+""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""A""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""B+""}, {""course_id"": ""01101485"", ""course_name"": ""Buddhist Economics"", ""grade"": ""B+""}]",64473,1,97
BT_0033,Economics,Data Analyst (Finance),3.24,"[{""name"": ""Economics Statistics I/II"", ""level"": ""Intermediate""}, {""name"": ""Data Visualization"", ""level"": ""Advanced""}, {""name"": ""Dashboard development"", ""level"": ""Intermediate""}, {""name"": ""SQL"", ""level"": ""Advanced""}, {""name"": ""Power BI"", ""level"": ""Intermediate""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Financial services knowledge"", ""level"": ""Advanced""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""R (ggplot2, dplyr, tidyr)"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Chinese"", ""level"": ""Intermediate""}]",[Data Analyst Intern] at [SCB EIC 2025] | [Teaching Assistant] at [ECON Department - Econometrics 2025] | [Policy Research Intern] at [NESDC Thailand 2025],"[{""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""A""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""C""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""A""}, {""course_id"": ""01101483"", ""course_name"": ""Political Economics"", ""grade"": ""A""}, {""course_id"": ""01101456"", ""course_name"": ""Behavioral Finance"", ""grade"": ""C+""}, {""course_id"": ""01101485"", ""course_name"": ""Buddhist Economics"", ""grade"": ""A""}]",50610,2,83
BT_0034,Economics,Credit Analyst,2.97,"[{""name"": ""Microsoft PowerPoint"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Intermediate""}, {""name"": ""Regression Analysis"", ""level"": ""Advanced""}, {""name"": ""Microsoft Word"", ""level"": ""Intermediate""}, {""name"": ""Credit Analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Advanced""}, {""name"": ""Credit analysis experience"", ""level"": ""Advanced""}, {""name"": ""Stata"", ""level"": ""Advanced""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}]",[Risk Analyst Intern] at [Krungsri Bank 2022] | [Member] at [KU Investment Club 2022] | [M&A Intern] at [Phatra Capital 2022] | [Policy Research Intern] at [NESDC Thailand 2022],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B+""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101424"", ""course_name"": ""Business Economics of Strategy"", ""grade"": ""B+""}, {""course_id"": ""01101422"", ""course_name"": ""Economics of Financial Risk Management"", ""grade"": ""B+""}, {""course_id"": ""01101433"", ""course_name"": ""Economics of Labour Market"", ""grade"": ""A""}, {""course_id"": ""01101476"", ""course_name"": ""Microeconometrics"", ""grade"": ""C""}, {""course_id"": ""01101461"", ""course_name"": ""Economic Valuation of Natural Resources"", ""grade"": ""B""}]",50118,3,83
BT_0035,Economics,Crypto / Digital Asset Analyst,3.18,"[{""name"": ""Smart contracts"", ""level"": ""Advanced""}, {""name"": ""On-chain data analysis"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Intermediate""}, {""name"": ""DeFi Protocol Analysis"", ""level"": ""Intermediate""}, {""name"": ""Derivatives Pricing (Black-Scholes)"", ""level"": ""Advanced""}, {""name"": ""Time Series Forecasting"", ""level"": ""Intermediate""}, {""name"": ""Technical analysis"", ""level"": ""Advanced""}, {""name"": ""Tokenomics Modeling"", ""level"": ""Beginner""}, {""name"": ""R (ggplot2, dplyr, tidyr)"", ""level"": ""Advanced""}, {""name"": ""Web3 ecosystem"", ""level"": ""Advanced""}, {""name"": ""Nansen"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Crypto Analyst Intern] at [Bitkub Exchange 2022] | [FinTech PM Intern] at [Rabbit Finance 2022],"[{""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""A""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B+""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B""}, {""course_id"": ""01101384"", ""course_name"": ""Economics of Money and Banking"", ""grade"": ""C""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""C+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""C""}, {""course_id"": ""01101496"", ""course_name"": ""Selected Topics in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101498"", ""course_name"": ""Special Problems"", ""grade"": ""C+""}, {""course_id"": ""01101441"", ""course_name"": ""Public Economics"", ""grade"": ""B+""}, {""course_id"": ""01101415"", ""course_name"": ""Economics of Poverty and Inequality"", ""grade"": ""A""}]",60147,4,83
BT_0036,Computer Engineering,Computer Vision Engineer,3.03,"[{""name"": ""Data structures"", ""level"": ""Intermediate""}, {""name"": ""Unit testing"", ""level"": ""Intermediate""}, {""name"": ""Computer Vision"", ""level"": ""Beginner""}, {""name"": ""Design patterns"", ""level"": ""Intermediate""}, {""name"": ""Git"", ""level"": ""Intermediate""}, {""name"": ""Scikit-learn"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Function calling"", ""level"": ""Advanced""}, {""name"": ""AI/LLM project experience"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Researcher] at [KU Computer Vision Lab 2024] | [Open-Source Contributor] at [GitHub Projects 2024] | [AI Research Intern] at [NECTEC AI Lab 2024] | [DevOps Engineer Intern] at [LINE Thailand 2024],"[{""course_id"": ""01208111"", ""course_name"": ""Engineering Drawing"", ""grade"": ""A""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B+""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""A""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""B+""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""C+""}, {""course_id"": ""01219362"", ""course_name"": ""Machine Learning"", ""grade"": ""B+""}, {""course_id"": ""01204433"", ""course_name"": ""Programming Language Translation"", ""grade"": ""B""}, {""course_id"": ""01219322"", ""course_name"": ""Electronic Commerce Engineering"", ""grade"": ""A""}]",42000,5,66
BT_0037,Computer Engineering,Data Scientist,3.25,"[{""name"": ""Matplotlib"", ""level"": ""Intermediate""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""Pandas / NumPy"", ""level"": ""Intermediate""}, {""name"": ""Machine Learning"", ""level"": ""Advanced""}, {""name"": ""PyTorch"", ""level"": ""Advanced""}, {""name"": ""Data validation"", ""level"": ""Intermediate""}, {""name"": ""Tableau"", ""level"": ""Advanced""}, {""name"": ""Apache Spark"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""R"", ""level"": ""Intermediate""}, {""name"": ""Business intelligence tools"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[AI Research Intern] at [NECTEC AI Lab 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01420113"", ""course_name"": ""Physics Laboratory I"", ""grade"": ""C+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""B+""}, {""course_id"": ""01204214"", ""course_name"": ""Problem Solving Laboratory"", ""grade"": ""A""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""B""}, {""course_id"": ""01204211"", ""course_name"": ""Discrete Mathematics and Theory of Computation"", ""grade"": ""A""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""A""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B""}, {""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204427"", ""course_name"": ""Computer System and Network Security"", ""grade"": ""B""}, {""course_id"": ""01219343"", ""course_name"": ""Software Testing"", ""grade"": ""A""}, {""course_id"": ""01204411"", ""course_name"": ""Quantum Computing"", ""grade"": ""B+""}]",51077,4,78
