alumni_id,faculty,first_job_title,gpa_at_graduation,skills_at_graduation,activities_in_college,key_course_grades,salary_start,years_to_promotion,success_score
ALUM_0115,Computer Engineering,Software Engineer,2.76,"[{""name"": ""TypeScript"", ""level"": ""Intermediate""}, {""name"": ""Python"", ""level"": ""Advanced""}, {""name"": ""Java"", ""level"": ""Advanced""}, {""name"": ""C++"", ""level"": ""Advanced""}, {""name"": ""Database design"", ""level"": ""Intermediate""}, {""name"": ""REST API Design"", ""level"": ""Intermediate""}, {""name"": ""Redis"", ""level"": ""Intermediate""}, {""name"": ""Technical Writing"", ""level"": ""Advanced""}, {""name"": ""Embedded systems"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Backend Developer] at [Senior Capstone Project 2024] | [AI Research Intern] at [NECTEC AI Lab 2024],"[{""course_id"": ""01403114"", ""course_name"": ""Lab: Fundamentals of General Chemistry"", ""grade"": ""A""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""B""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01417168"", ""course_name"": ""Engineering Mathematics II"", ""grade"": ""B+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""B""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""C""}, {""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204342"", ""course_name"": ""Managing Software Development"", ""grade"": ""B+""}, {""course_id"": ""01204454"", ""course_name"": ""Management of Technology and Innovation"", ""grade"": ""A""}, {""course_id"": ""01204456"", ""course_name"": ""Social Networks Data Mining"", ""grade"": ""C""}, {""course_id"": ""01204472"", ""course_name"": ""Numerical Computation"", ""grade"": ""C+""}]",46651,4,82
ALUM_0116,Economics,Wealth Manager,3.2,"[{""name"": ""Financial planning"", ""level"": ""Advanced""}, {""name"": ""Business development"", ""level"": ""Advanced""}, {""name"": ""Risk Management (VaR, CVaR)"", ""level"": ""Advanced""}, {""name"": ""Fixed Income Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial Planning"", ""level"": ""Advanced""}, {""name"": ""Market analysis"", ""level"": ""Advanced""}, {""name"": ""Portfolio construction"", ""level"": ""Advanced""}, {""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""CFA"", ""level"": ""Advanced""}, {""name"": ""CFP"", ""level"": ""Advanced""}, {""name"": ""Negotiation"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Wealth Mgmt Intern] at [SCB Julius Baer 2022] | [Equity Analyst Intern] at [Bualuang Securities 2022] | [Economic Analyst] at [TDRI Policy Research 2022],"[{""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""C+""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""C+""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""B+""}, {""course_id"": ""01101471"", ""course_name"": ""Mathematical Programming for Economic Applications"", ""grade"": ""B""}, {""course_id"": ""01101482"", ""course_name"": ""Economic Growth and Stability"", ""grade"": ""A""}, {""course_id"": ""01101438"", ""course_name"": ""International Finance and Exchange Rate"", ""grade"": ""B+""}, {""course_id"": ""01101498"", ""course_name"": ""Special Problems"", ""grade"": ""B+""}]",66591,5,79
ALUM_0117,Computer Engineering,Full-Stack Developer,3.34,"[{""name"": ""Documentation"", ""level"": ""Advanced""}, {""name"": ""REST API Design"", ""level"": ""Advanced""}, {""name"": ""Webpack"", ""level"": ""Intermediate""}, {""name"": ""Prisma"", ""level"": ""Intermediate""}, {""name"": ""MongoDB"", ""level"": ""Intermediate""}, {""name"": ""PostgreSQL"", ""level"": ""Intermediate""}, {""name"": ""Swagger"", ""level"": ""Advanced""}, {""name"": ""React"", ""level"": ""Intermediate""}, {""name"": ""Testing"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""CI/CD"", ""level"": ""Advanced""}, {""name"": ""Container"", ""level"": ""Advanced""}, {""name"": ""Microservices"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}]",[Team Lead] at [KU Hackathon 2023] | [Software Intern] at [True Digital Group 2023] | [Workshop Facilitator] at [KU Coding Club 2023] | [Backend Developer] at [Senior Capstone Project 2023],"[{""course_id"": ""01204391"", ""course_name"": ""Career and Social Skill Development Laboratory"", ""grade"": ""C+""}, {""course_id"": ""01204215"", ""course_name"": ""Mathematical Foundations for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01204224"", ""course_name"": ""Logic Circuit Laboratory"", ""grade"": ""B""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""C+""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""A""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""A""}, {""course_id"": ""01204223"", ""course_name"": ""Practicum in Computer Engineering"", ""grade"": ""B""}, {""course_id"": ""01204225"", ""course_name"": ""Computer Architecture and Organization"", ""grade"": ""A""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""C""}, {""course_id"": ""01219333"", ""course_name"": ""Introduction to Data Mining"", ""grade"": ""B""}, {""course_id"": ""01219349"", ""course_name"": ""Digital Game Production"", ""grade"": ""A""}, {""course_id"": ""01204451"", ""course_name"": ""Database System Design"", ""grade"": ""A""}, {""course_id"": ""01204453"", ""course_name"": ""Web Information Retrieval and Mining"", ""grade"": ""B""}, {""course_id"": ""01219344"", ""course_name"": ""Mobile Software Development"", ""grade"": ""B+""}]",36863,4,70
ALUM_0118,Computer Engineering,MLOps Engineer,3.38,"[{""name"": ""LlamaIndex"", ""level"": ""Intermediate""}, {""name"": ""RAG workflows"", ""level"": ""Beginner""}, {""name"": ""Feature engineering"", ""level"": ""Advanced""}, {""name"": ""Scikit-learn"", ""level"": ""Intermediate""}, {""name"": ""NLP"", ""level"": ""Advanced""}, {""name"": ""LangSmith"", ""level"": ""Intermediate""}, {""name"": ""Flask"", ""level"": ""Advanced""}, {""name"": ""CI/CD"", ""level"": ""Intermediate""}, {""name"": ""LakeFS"", ""level"": ""Advanced""}, {""name"": ""TensorFlow"", ""level"": ""Advanced""}, {""name"": ""DVC"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Chinese"", ""level"": ""Beginner""}]",[MLOps Engineer Intern] at [Sertis AI 2024] | [Open-Source Contributor] at [GitHub Projects 2024],"[{""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""C""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""C+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01420111"", ""course_name"": ""General Physics I"", ""grade"": ""B""}, {""course_id"": ""01204341"", ""course_name"": ""Software Engineering"", ""grade"": ""B""}, {""course_id"": ""01204114"", ""course_name"": ""Introduction to Computer Hardware Development"", ""grade"": ""C+""}, {""course_id"": ""01204271"", ""course_name"": ""Introduction to Computer Engineering"", ""grade"": ""A""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01219461"", ""course_name"": ""Big Data Engineering"", ""grade"": ""B""}, {""course_id"": ""01204481"", ""course_name"": ""Foundations of Computer Graphics"", ""grade"": ""B+""}, {""course_id"": ""01204428"", ""course_name"": ""Wireless Embedded Systems"", ""grade"": ""A""}, {""course_id"": ""01204425"", ""course_name"": ""Internet System Programming"", ""grade"": ""C""}]",77483,2,89
ALUM_0119,Economics,Equity Research Analyst,2.97,"[{""name"": ""Investment Analysis"", ""level"": ""Intermediate""}, {""name"": ""Cash flow projection"", ""level"": ""Advanced""}, {""name"": ""Capital Budgeting"", ""level"": ""Advanced""}, {""name"": ""Presentation skills"", ""level"": ""Advanced""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Advanced""}, {""name"": ""Industry Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Advanced""}, {""name"": ""Debt Capital Markets"", ""level"": ""Intermediate""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Credit analysis"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}]",[Equity Analyst Intern] at [Bualuang Securities 2022] | [Member] at [KU Investment Club 2022] | [M&A Intern] at [Phatra Capital 2022],"[{""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""C+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""A""}, {""course_id"": ""01101271"", ""course_name"": ""Mathematical Economics II"", ""grade"": ""B""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101182"", ""course_name"": ""Macroeconomics I"", ""grade"": ""B""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""C+""}, {""course_id"": ""01101476"", ""course_name"": ""Microeconometrics"", ""grade"": ""C+""}, {""course_id"": ""01101432"", ""course_name"": ""Game Theory and Its Applications in Industrial Economics"", ""grade"": ""B""}, {""course_id"": ""01101444"", ""course_name"": ""Environmental Economics"", ""grade"": ""B+""}, {""course_id"": ""01101498"", ""course_name"": ""Special Problems"", ""grade"": ""B""}]",59118,4,86
ALUM_0120,Computer Engineering,Cybersecurity Engineer,3.01,"[{""name"": ""Firewalls"", ""level"": ""Advanced""}, {""name"": ""Penetration Testing"", ""level"": ""Advanced""}, {""name"": ""Email security gateways"", ""level"": ""Intermediate""}, {""name"": ""Azure Entra ID"", ""level"": ""Intermediate""}, {""name"": ""ISO 27001"", ""level"": ""Beginner""}, {""name"": ""Vulnerability assessments"", ""level"": ""Advanced""}, {""name"": ""Security strategy development"", ""level"": ""Advanced""}, {""name"": ""Cryptography"", ""level"": ""Advanced""}, {""name"": ""Network traffic analysis"", ""level"": ""Advanced""}, {""name"": ""CISSP"", ""level"": ""Advanced""}, {""name"": ""Technical Writing"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Japanese"", ""level"": ""Intermediate""}]",[Data Engineer Intern] at [Agoda Data Platform 2023] | [Full-Stack Developer] at [Student Startup (YC-backed) 2023] | [Open-Source Contributor] at [GitHub Projects 2023],"[{""course_id"": ""01403117"", ""course_name"": ""Fundamentals of General Chemistry"", ""grade"": ""C+""}, {""course_id"": ""01204313"", ""course_name"": ""Algorithm Design and Analysis"", ""grade"": ""B+""}, {""course_id"": ""01204323"", ""course_name"": ""Electronic Laboratory for Embedded Systems"", ""grade"": ""C""}, {""course_id"": ""01204212"", ""course_name"": ""Abstract Data Types and Problem Solving"", ""grade"": ""B+""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""B""}, {""course_id"": ""01204371"", ""course_name"": ""Transform Techniques in Signal Processing"", ""grade"": ""C""}, {""course_id"": ""01204222"", ""course_name"": ""Digital Systems Design"", ""grade"": ""B+""}, {""course_id"": ""01204113"", ""course_name"": ""Computer and Programming for Computer Engineers"", ""grade"": ""C+""}, {""course_id"": ""01204325"", ""course_name"": ""Data Communication and Computer Networks"", ""grade"": ""C+""}, {""course_id"": ""01205338"", ""course_name"": ""VLSI Systems"", ""grade"": ""A""}, {""course_id"": ""01204436"", ""course_name"": ""Real-time System Engineering"", ""grade"": ""A""}, {""course_id"": ""01204422"", ""course_name"": ""Basic Networks and Network Configuration Laboratory"", ""grade"": ""C+""}]",66356,2,86
ALUM_0121,Economics,Equity Research Analyst,2.96,"[{""name"": ""Bloomberg Terminal"", ""level"": ""Advanced""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Intermediate""}, {""name"": ""Financial analysis"", ""level"": ""Beginner""}, {""name"": ""Financial Modeling"", ""level"": ""Intermediate""}, {""name"": ""Valuation (DCF, Comps)"", ""level"": ""Advanced""}, {""name"": ""Microsoft Excel"", ""level"": ""Intermediate""}, {""name"": ""Industry Analysis"", ""level"": ""Intermediate""}, {""name"": ""Financial modeling"", ""level"": ""Intermediate""}, {""name"": ""Presentation Skills"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Intermediate""}, {""name"": ""Power BI"", ""level"": ""Advanced""}, {""name"": ""Reuters Eikon"", ""level"": ""Advanced""}, {""name"": ""Financial Advisory"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2025] | [Economic Analyst] at [TDRI Policy Research 2025] | [Policy Research Intern] at [NESDC Thailand 2025],"[{""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""B""}, {""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101483"", ""course_name"": ""Political Economics"", ""grade"": ""A""}, {""course_id"": ""01101474"", ""course_name"": ""Econometrics II"", ""grade"": ""C+""}]",42206,4,72
ALUM_0122,Computer Engineering,Game Developer,2.61,"[{""name"": ""API development"", ""level"": ""Advanced""}, {""name"": ""Object-Oriented Design"", ""level"": ""Advanced""}, {""name"": ""Unity / Unreal Engine"", ""level"": ""Intermediate""}, {""name"": ""GraphQL"", ""level"": ""Advanced""}, {""name"": ""Git / Version Control"", ""level"": ""Advanced""}, {""name"": ""Computer Graphics"", ""level"": ""Advanced""}, {""name"": ""Physics Engine Programming"", ""level"": ""Intermediate""}, {""name"": ""Unreal Engine"", ""level"": ""Advanced""}, {""name"": ""CI/CD"", ""level"": ""Advanced""}, {""name"": ""Unity 3D"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Game Developer Intern] at [Yggdrazil Group 2024] | [Workshop Facilitator] at [KU Coding Club 2024] | [Full-Stack Developer] at [Student Startup (YC-backed) 2024] | [Software Intern] at [True Digital Group 2024],"[{""course_id"": ""01204322"", ""course_name"": ""Embedded System"", ""grade"": ""B""}, {""course_id"": ""01204437"", ""course_name"": ""Computer System Security"", ""grade"": ""B""}, {""course_id"": ""01204332"", ""course_name"": ""Operating Systems"", ""grade"": ""C""}, {""course_id"": ""01204421"", ""course_name"": ""Computer Networks"", ""grade"": ""B+""}, {""course_id"": ""01204324"", ""course_name"": ""Computer System Laboratory"", ""grade"": ""B+""}, {""course_id"": ""01417167"", ""course_name"": ""Engineering Mathematics I"", ""grade"": ""A""}, {""course_id"": ""01205242"", ""course_name"": ""Electronic Circuits and Systems I"", ""grade"": ""B+""}, {""course_id"": ""01204454"", ""course_name"": ""Management of Technology and Innovation"", ""grade"": ""B+""}, {""course_id"": ""01204438"", ""course_name"": ""Enterprise Application Architecture"", ""grade"": ""B+""}, {""course_id"": ""01204213"", ""course_name"": ""Theory of Computation"", ""grade"": ""C+""}, {""course_id"": ""01204473"", ""course_name"": ""Mechatronic System and Control"", ""grade"": ""B""}, {""course_id"": ""01204422"", ""course_name"": ""Basic Networks and Network Configuration Laboratory"", ""grade"": ""B""}]",52245,1,91
ALUM_0123,Economics,Equity Research Analyst,3.47,"[{""name"": ""Cash flow projection"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Advanced""}, {""name"": ""Investment portfolio management"", ""level"": ""Intermediate""}, {""name"": ""Microsoft PowerPoint"", ""level"": ""Intermediate""}, {""name"": ""Forecasting"", ""level"": ""Advanced""}, {""name"": ""Presentation Skills"", ""level"": ""Intermediate""}, {""name"": ""Debt Capital Markets"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""Korean"", ""level"": ""Beginner""}]",[Equity Analyst Intern] at [Bualuang Securities 2024] | [Economic Analyst] at [TDRI Policy Research 2024] | [Member] at [KU Investment Club 2024],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B+""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""C+""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""C+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""A""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""B+""}, {""course_id"": ""01101476"", ""course_name"": ""Microeconometrics"", ""grade"": ""A""}, {""course_id"": ""01101451"", ""course_name"": ""Economics of Industrial Organization"", ""grade"": ""B""}, {""course_id"": ""01101496"", ""course_name"": ""Selected Topics in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101454"", ""course_name"": ""Financial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101462"", ""course_name"": ""Energy Resources Economics"", ""grade"": ""B+""}]",39793,4,68
ALUM_0124,Economics,Wealth Manager,2.88,"[{""name"": ""Market analysis"", ""level"": ""Beginner""}, {""name"": ""Client Relationship Management"", ""level"": ""Intermediate""}, {""name"": ""SEC regulations"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Intermediate""}, {""name"": ""Tax Planning"", ""level"": ""Intermediate""}, {""name"": ""Investment Analysis"", ""level"": ""Intermediate""}, {""name"": ""Fixed Income Analysis"", ""level"": ""Advanced""}, {""name"": ""Financial planning"", ""level"": ""Advanced""}, {""name"": ""Portfolio Management"", ""level"": ""Advanced""}, {""name"": ""Negotiation"", ""level"": ""Advanced""}, {""name"": ""Investment Planner (IP) License"", ""level"": ""Advanced""}, {""name"": ""Attention to Detail"", ""level"": ""Advanced""}, {""name"": ""Reuters Eikon"", ""level"": ""Intermediate""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Advanced""}, {""name"": ""German"", ""level"": ""Beginner""}]",[Wealth Mgmt Intern] at [SCB Julius Baer 2024] | [Policy Research Intern] at [NESDC Thailand 2024] | [M&A Intern] at [Phatra Capital 2024] | [Economic Analyst] at [TDRI Policy Research 2024],"[{""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B+""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""B+""}, {""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""C""}, {""course_id"": ""01101283"", ""course_name"": ""Economic Thinking"", ""grade"": ""B""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101282"", ""course_name"": ""Macroeconomics II"", ""grade"": ""A""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B+""}, {""course_id"": ""01101413"", ""course_name"": ""Economic Administration"", ""grade"": ""C+""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""B""}, {""course_id"": ""01101432"", ""course_name"": ""Game Theory and Its Applications in Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101473"", ""course_name"": ""Input-Output Analysis"", ""grade"": ""A""}]",58772,4,84
ALUM_0125,Economics,Credit Analyst,3.07,"[{""name"": ""Excel (Advanced: Solver, VBA, Power Query)"", ""level"": ""Beginner""}, {""name"": ""Regression Analysis"", ""level"": ""Advanced""}, {""name"": ""Investment portfolio analysis"", ""level"": ""Intermediate""}, {""name"": ""Credit Analysis"", ""level"": ""Advanced""}, {""name"": ""Capital Budgeting"", ""level"": ""Intermediate""}, {""name"": ""Report Writing"", ""level"": ""Advanced""}, {""name"": ""Problem Solving"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Beginner""}, {""name"": ""Japanese"", ""level"": ""Beginner""}]",[Risk Analyst Intern] at [Krungsri Bank 2024] | [M&A Intern] at [Phatra Capital 2024] | [Equity Analyst Intern] at [Bualuang Securities 2024],"[{""course_id"": ""01101281"", ""course_name"": ""Microeconomics II"", ""grade"": ""B""}, {""course_id"": ""01101385"", ""course_name"": ""Economic Development and International Trade"", ""grade"": ""A""}, {""course_id"": ""01101372"", ""course_name"": ""Econometrics I"", ""grade"": ""B""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""A""}, {""course_id"": ""01101371"", ""course_name"": ""Economics Statistics II"", ""grade"": ""B""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""A""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""A""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101491"", ""course_name"": ""Research Methods in Economics"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""B+""}, {""course_id"": ""01101435"", ""course_name"": ""Human Capital and Education Economics"", ""grade"": ""B+""}, {""course_id"": ""01101454"", ""course_name"": ""Financial Economics"", ""grade"": ""A""}, {""course_id"": ""01101452"", ""course_name"": ""Monetary Theory and Policy"", ""grade"": ""B+""}, {""course_id"": ""01101475"", ""course_name"": ""Mathematical Economics IV"", ""grade"": ""B+""}, {""course_id"": ""01101483"", ""course_name"": ""Political Economics"", ""grade"": ""B+""}]",65000,3,97
ALUM_0126,Economics,ESG Analyst,2.29,"[{""name"": ""Cost-Benefit Analysis (CBA)"", ""level"": ""Advanced""}, {""name"": ""Policy Brief Writing"", ""level"": ""Advanced""}, {""name"": ""Environmental Economics"", ""level"": ""Intermediate""}, {""name"": ""Regression Analysis"", ""level"": ""Advanced""}, {""name"": ""Stata"", ""level"": ""Intermediate""}, {""name"": ""Cross-cultural Communication"", ""level"": ""Advanced""}, {""name"": ""Communication"", ""level"": ""Advanced""}, {""name"": ""Thai"", ""level"": ""Native""}, {""name"": ""English"", ""level"": ""Intermediate""}, {""name"": ""French"", ""level"": ""Beginner""}]",[Country Risk Analyst] at [Export-Import Bank of Thailand 2024] | [Data Analyst Intern] at [SCB EIC 2024] | [Teaching Assistant] at [ECON Department - Econometrics 2024],"[{""course_id"": ""01101171"", ""course_name"": ""Mathematical Economics I"", ""grade"": ""B""}, {""course_id"": ""01101273"", ""course_name"": ""Introduction to Computational Economics"", ""grade"": ""A""}, {""course_id"": ""01101497"", ""course_name"": ""Seminar"", ""grade"": ""B+""}, {""course_id"": ""01101181"", ""course_name"": ""Microeconomics I"", ""grade"": ""A""}, {""course_id"": ""01101375"", ""course_name"": ""Operations Research for Economic Applications"", ""grade"": ""C+""}, {""course_id"": ""01101284"", ""course_name"": ""Economics of Natural Resources and Public Policy"", ""grade"": ""B""}, {""course_id"": ""01101312"", ""course_name"": ""Thai Economy"", ""grade"": ""B+""}, {""course_id"": ""01101231"", ""course_name"": ""Labour and Industrial Economics"", ""grade"": ""C""}, {""course_id"": ""01101272"", ""course_name"": ""Economics Statistics I"", ""grade"": ""B""}, {""course_id"": ""01101381"", ""course_name"": ""History of Economic Thought"", ""grade"": ""C+""}, {""course_id"": ""01101454"", ""course_name"": ""Financial Economics"", ""grade"": ""B+""}, {""course_id"": ""01101478"", ""course_name"": ""Intermediate Computational Economics"", ""grade"": ""C""}, {""course_id"": ""01101424"", ""course_name"": ""Business Economics of Strategy"", ""grade"": ""A""}, {""course_id"": ""01101455"", ""course_name"": ""Investment Analysis"", ""grade"": ""A""}, {""course_id"": ""01101412"", ""course_name"": ""Project Preparation and Evaluation"", ""grade"": ""B""}]",37733,5,72
